FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI,geometry
REC SITES,4/18/2020,4557,Horse Shoe Lagoon,-35.759275,144.205971,BASIC,,NONE,Horse Shoe Lagoon Recreation Site is located just 7 kms north of the Cohuna Township on Gunbower Creek. From Cohuna head north along the Cohuna-Koondrook Road. Turn right at Waitings Road and enter Gunbower Island. Continue along the  Track until you rea,,"Gunbower Island offers a number of basic picnic / camping sites. Come visit Horse Shoe Lagoon on Gunbower Creek and enjoy camping / picnicing in beautiful surrounds right on the creek
",COHUNA,Horse Shoe Lagoon,WU,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Dispersed camp sites within Horse Shoe Lagoon, suitable for larger groups",1,,,,0,,,0,,,0,Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",3,,,0,,,0,,,0,,,0,Y,A pleasant spot for a picnic - BBQs and picnic tables are provided at dispersed camp sites.,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,122297,122298,122299,4/18/2020,-35.759275,144.205971,,,506679-20180208,POINT (144.2059710000001 -35.759275)
REC SITES,4/18/2020,120025,Good Hope Flat,-36.93351152,146.9256729,BASIC,,NONE,"From Porepunkah, head south at the large round-about onto the Buckland Valley Road for approximately 33 km, where the camping area is located on the left. The Buckland Valley Road is sealed for the first 13km to Buckland Bridge and then unsealed for the",,,BRIGHT (PV),Good Hope Flat,WC,Y,Y,FULL CLOSURE,Not accessible to the public due to bushfire.,2/28/2020,6/1/2020,FIRE,Y,,1,Y,A large open camping area with scattered eucalypts.  Located on a bend of the Buckland River with a small water hole.  This site is suitable for camper trailers and small high clearance caravans.,CAMPER TRAILER,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,122647,122648,122649,4/18/2020,-36.93351152,146.9256729,,,554066-20190424,POINT (146.9256728920001 -36.93351152399998)
REC SITES,4/18/2020,120031,Abbeyards,-36.915177,146.707986,BASIC,,NONE,"From Myrtleford, travel 31km south along the Buffalo River Rd, to the Rose River Rd intersection.  From here the road becomes Abbeyards Rd which is gravel suitable for 2WDs and camper trailers.  Travel a further 18.5km to the campground.",,"Abbeyards is small site along the Buffalo river with campfire pits and picnic tables available for use. 
There is a nice swimming hole and shade by the river.",OVENS,Abbeyards,W,,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,The site allows for one campsite in the upper area by the roadside and two in the lower area closer to the river. Campfire pits and picnic tables are available for use.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,Picnic tables are available for use,2,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,122027,122028,122029,4/18/2020,-36.915177,146.707986,,,554070-20191017,POINT (146.707986 -36.91517699999997)
REC SITES,4/18/2020,21016,Fort Ohare,-37.92643,141.285027,BASIC,,PARTIAL,"VicRoads Ref. 501 O5. Located in the township of Dartmoor. Turn off the Princes Hwy onto Ascot St, then turn right on Greenham St.
(42kms north-west from Heywood via the Princes Hwy [A1]).",,"Set on the northern bank of the Glenelg River, this camping area is nestled amongst river red gums. Platypus can be spotted from the river bank by the patient observer. The site has toilets, BBQs and picnic tables as well as a jetty and a canoe launch fo",HEYWOOD,Fort Ohare,WCUP,UkY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Pleasant, well grassed flats by the Glenelg River",1,Y,Campervans are accommodated with wide roads and gates and a relatively flat campground,CAMPER TRAILER,3,,,0,,,0,Y,The Glenelg River presents the opportunity for fishing. A jetty and canoe launch are on site.,4,,,0,,,0,,,0,Y,There are canoeing and kayaking spots at or near this campsite,5,Y,"South side of camp is a Day Visitor Area, available for picnicking. There is a picnic shelter, tables and BBQs.",2,,,0,,,0,,,0,,,0,,,0,1,,,,,,,,120512,120513,120514,4/18/2020,-37.92643,141.285027,,,1867337-20181024,POINT (141.285027 -37.92642999999998)
REC SITES,4/18/2020,30104,Skipworth Reserve,-37.346234,146.142716,MID,,PARTIAL,From Jamieson follow the Jamieson-Woods Point Rd towards Woods Point until left turn into camp area at Skipworth Sign.,,"Nestled amongst the foothills of the picturesque Upper Goulburn River, Skipworth Reserve camping area is a popular camping destination along the banks of the Goulburn River. Popular with campers, fisherman, birdwatchers and outdoor enthusiasts, and a gre",MANSFIELD,Skipworth Reserve,WCUP,eY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed for camping until further notice.",3/26/2020,12/1/2020,,Y,"Camping at Skipworth Reserve sees you spread out in big open grassy areas soaking up the sun. This spot is next to the Goulburn River, giving you time to relax whilst listening to the tumbling of water as it flows by.",1,Y,The area is large enouh to have several campervans and caravans share the space with ample room to manoeuvre as needed.,CAMPER TRAILER,4,,,0,,,0,Y,"The Goulburn River is excellent for fishing, with the main species caught being the Rainbow and Brown Trout and Perch species.",5,,,0,,,0,,,0,Y,With excellent access to the Goulburn River this site offers a great spot to put your canoe or kayak in and head out for the day paddling.,6,,,0,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,,,121637,121638,121639,4/18/2020,-37.346234,146.142716,,,1603290-20191011,POINT (146.1427160000001 -37.34623399999998)
REC SITES,4/18/2020,120233,Yackandandah Creek 7,-36.352906,146.802885,BASIC,,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 2.4km to No. 1 Link Rd. Head south on No.1 Link Rd for approx. 1km to",,,OVENS,Yackandandah Creek 7,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,A large area on the banks of the creek set amongst an open eucalypt forest. The camping area is split in two by Yackandandah creek with a creek crossing required for half the site. A short walk allows exploration of nearby historical mining relics.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,122153,122154,122155,4/18/2020,-36.352906,146.802885,,,554089-20171207,POINT (146.8028850000001 -36.35290599999996)
REC SITES,4/18/2020,120243,The Mill,-36.53131,147.363591,BASIC,,NONE,"Located 2kms north of Mitta Mitta township on the Omeo Highway.
",,"Located on the site of an old saw mill, this is an open grassed area with easy access to the mighty Mitta Mitta River and is popular with anglers. In September, the surrounding area is covered with gold flowers of the endemic Poverty Wattle. A great base",MITTA VALLEY,The Mill,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"There are several camping sites at this location, comprised of open areas suitable for both small and larger groups.  Suitable for camper trailers, tents and swags with access to the mighty Mitta Mitta River.  There are wood fired BBQs and picnic table b",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"This site is suitable for day visitors, providing a great place for a picnic.  Offering wood fired BBQs and picnic tables, or if you like, roll out a picnic rug alongside the roaring Mitta Mitta River, the choice is yours.",2,,,0,,,0,,,0,,,0,,,0,1,,,,,,1,,122219,122220,122221,4/18/2020,-36.53131,147.363591,,,554094-20180823,POINT (147.363591 -36.53130999999996)
REC SITES,4/18/2020,120355,Paddy Joys,-36.54903081,147.8699307,BASIC,,NONE,Paddy Joys Camp is accessed via Wheelers Creek Road just past Wheelers Creek Hut Recreation site. Suited to 4WD all weather conditions.,,,CORRYONG,Paddy Joys,W,,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,"Located on the junction of Wheelers and Paddy Joy Creeks, this small tranquil spot is perfect for bush camping in a tent or swag only. During your stay, try your hand at fishing or have a swim during the warmer months.",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,122201,122202,122203,4/18/2020,-36.54903081,147.8699307,,,554102-20191009,POINT (147.8699306560001 -36.54903080699995)
REC SITES,4/18/2020,120365,Ski Hut,-36.48548712,147.8898098,MID,,NONE,"Travel approximately 23kms along Dunstans Road from Benambra-Corryong Raod. Turn into Ski Hut Track and travel for approx 1.5kms. Assess is 2WD dry weather only and 4WD all weather. 
",,,CORRYONG,Ski Hut,W,UY,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,"There are multiple camping opportunities in and around the hut.  Set up a swag or tent next to the picnic table and BBQ pit or if the weather is poor roll out a swag in the hut. There is enough space for several campers at the same time, but not enough s",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,122210,122211,122212,4/18/2020,-36.48548712,147.8898098,,,554107-20191009,POINT (147.889809763 -36.48548712399997)
REC SITES,4/18/2020,120543,Taylors 2,-37.14035166,145.9851881,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 11KM an",,"Situated along the shores of Lake Eildon, you will wake up to the sound of singing birds and early morning fishermen trolling the waters below you. With shade offered from mature Eucalypt tree regenerated from pine plantations in the past and easy access",MANSFIELD,Taylors 2,WCUP,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Camping offered at this site is below a stand of mature Eucalypt trees, with large open grassy camping areas. This area is great for families interested in camping around Lake Eildon. 
This site can become busy in the warmer months and during peak seaso",1,Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,4,,,0,,,0,Y,In the past there has been excellent results for trolling during April  July and September to November. If you have a tinny available why not put it in the water and Cast in the mudline across the water which are coincidentally good shores for trolling a,3,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,2,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,122537,122538,122539,4/18/2020,-37.14035166,145.9851881,,,2289819-20190404,POINT (145.985188107 -37.14035166399998)
REC SITES,4/18/2020,6081,Brunton'S Bridge,-37.999687,146.472699,BASIC,,NONE,"Brunton's Bridge can be accessed from Walhalla in the north by taking Happy Go Lucky Rd at the Walhalla Goldfields Railways and turning right onto Bruntons Bridge Rd. Or from the south by turning onto Bruntons Bridge Rd from Cowwarr  Walhalla Rd. 
Pleas",,"This picturesque site sits along the popular Bruntons Bridge Rd connecting Walhalla to Cowwarr, check out the historic bridge and take in views of regenerating forest in the area from the viewing platform above the bridge, accessible from the lowest tier",ERICA,Brunton'S Bridge,WEP,o,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/24/2020,12/1/2020,,Y,"There are several campsites set into the tiered hillside with access and parking spots well defined by bollards, and stairs leading down to the toilets. Please refrain from camping by the river due to safety and environmental concerns.",1,,,,0,,,0,Y,Originally constructed in 1886 to allow wagons to bring supplies to Walhalla this bridge is a great example of a late 19th century bridge of wrought iron construction. The timber decking has been replaced through-out its life but was destroyed by bushfir,3,,,0,,,0,,,0,,,0,Y,"This is the exit point for a the popular kayak route following the Thomson River from Coopers Creek Recreation Area, there are some rapids present along the route so please seek further information before setting off.",4,Y,"There are plentiful picnicking spots along the beautiful Thomson River, though there are no formal picnic facilities here, stop to enjoy the scenery or take a dip in the cool water.",2,,,0,,,0,,,0,,,0,,,0,,,,,,,,,120659,120660,120661,4/18/2020,-37.999687,146.472699,,,564103-20191221,POINT (146.472699 -37.99968699999999)
REC SITES,4/18/2020,6103,Black Flat,-37.36398,147.293626,BASIC,,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Black Flat is located at the 10.4km mark of the Upper Dargo Road.,,This campsite has less grassy areas but is well sheltered and provides a great bush setting beside the Dargo River.,DARGO,Black Flat,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,Suitable for smaller groups in separate areas of the site.,1,Y,Suitable for camper trailers although access is not as open as other sites.,CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A shady spot to stop for a picnic whilst exploring the Upper Dargo.,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,120791,120792,120793,4/18/2020,-37.36398,147.293626,,,563886-20200110,POINT (147.293626 -37.36397999999997)
REC SITES,4/18/2020,10342,Cheynes Bridge,-37.762353,146.66855,BASIC,,NONE,Approximately 30 minutes or 35km north of Heyfield on the Licola Rd C486.,,"Cheyne's Bridge campsite area has easy access for caravans and camper trailers. Several separated overnight camping areas are available on the East side of the bridge and a day area is located on the West side.
This site is a popular destination for gro",HEYFIELD,Cheynes Bridge,WCVUP,UY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,Several separated overnight camping areas are available on the East side of the bridge.,1,Y,Cheyne's Bridge campsite area has easy access for caravans and camper trailers.,CAMPER TRAILER,4,TRAIL BIKE VISITOR AREA,,0,,,0,Y,,5,,,0,,,0,,,0,Y,Paddle sports can be undertaken at this site although the water level of the Macalister River drops quite low in the first few months of the year.,6,Y,A separate day picnic area is located on the west side of the bridge.,3,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,120821,120822,120823,4/18/2020,-37.762353,146.66855,,,1135208-20180904,POINT (146.66855 -37.76235299999996)
REC SITES,4/18/2020,120561,Crockett Bay,-37.12673042,145.9409685,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 17Km an",,"This newly regenerated site is on the shores of Lake Eildon, being a smaller camp ground, it is often uncrowded. This area is used for many recreational activities, including: fishing, four-wheel driving, motorbike riding, water sports and camping.",MANSFIELD,Crockett Bay,WCUP,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"This area is located in one of lake Eildons many small inlets, offering a sheltered campsite with plenty of much needed shade during the warmer months.",2,Y,"trailers, although be aware that you may have to travel long distances on dirt roads.",,3,,,0,,,0,Y,With the site being in one of the many inlets along the Delatite arm this is a popular area for fishing. Deep water trolling can be done if heading out on the water for the day and you may just catch that elusive Murray Cod. In the inlet it is recommende,4,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,1,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,122543,122544,122545,4/18/2020,-37.12673042,145.9409685,,,2289824-20190404,POINT (145.940968538 -37.12673041899995)
REC SITES,4/18/2020,120566,Parkers Flat 2,-37.12092465,145.9255253,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 19Km an",,"Situated on the shores of Lake Eildon, you will enjoy the easy access to the waters edge. This area is utilised for several recreational activities, including: fishing, four-wheel driving, motorbike riding, water sports and camping.
This site can become",MANSFIELD,Parkers Flat 2,WCUP,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Wake up to the sounds of nature surrounding you, the singing of birds and the low slow sound of early fishermen in the water below your campsite. This site has large disperse camping and is great for large groups or several smaller groups.",1,Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",SMALL CARAVAN,4,,,0,,,0,Y,"This is a popular area for trolling for trout with deep divers and casting spinnerbaits. Or why not take the tinny out and try your luck at catching a Murray Cod by trolling in the deeper waters. 
Please be aware that if fishing you will need to hold a",3,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,2,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,122528,122529,122530,4/18/2020,-37.12092465,145.9255253,,,2289814-20190404,POINT (145.9255252950001 -37.12092464899996)
REC SITES,4/18/2020,120722,Wrens Flat,-37.34282929,146.372506,BASIC,,NONE,"From Jamieson head north towards Jamieson Licola Road and follow Jamieson Licola Road for 29KM before turning left onto Mount Sunday Road for 13KM before reaching the campground.
Please note: This is an all weather four-wheel drive road.",,,MANSFIELD,Wrens Flat,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Wrens Flat is a small secluded campsite with basic facilities, although remote this spot is perfect for the avid four-wheel driver. You can camp yourself next to the Jamieson River, throw a line in, go for a swim or simply enjoy the sound of the river tu",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,122692,122693,122694,4/18/2020,-37.34282929,146.372506,,,2289829-20190404,POINT (146.372505968 -37.34282929)
REC SITES,4/18/2020,4221,Starlings Gap,-37.813931,145.800688,MID,,NONE,"From Powelltown, head east along the Yarra Junction - Noojee Road (C425) for 6km then turn left up Big Creek Road. Travel along Big Creek Road for 11.5km and pull into the Starlings Gap car park on your right. 
From Warburton Travel along the Warburton",,"The forests surrounding Starlings Gap consist of a mixture of Cool Temperate Rainforest, Wet and Damp forest vegetation classes. It is rich in Mountain Ash (Eucalyptus regnans), towering above the moist ferny understorey that once provided harsh and remo",POWELLTOWN,Starlings Gap,W,eY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"One of 2 designated camping areas along the walk into History, this site is accessible 2WD and walking. Mountain Ash tower above the open grassy camping area which is suitable for large or multiple camping groups. There is plenty to see at the site, with",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Only 11km along Big Creek Road, Starlings Gap is a popular spot to picnic on your way to the Ada Tree or during a day of exploring the Yarra State Forest. Multiple picnic tables and a shelter invite large or multiple groups in the Mountain Ash forest set",2,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,,,122435,122436,122437,4/18/2020,-37.813931,145.800688,,,502919-20191028,POINT (145.800688 -37.81393099999997)
REC SITES,4/18/2020,5047,Turntable Huts,-37.412585,147.628726,VERY BASIC,,NONE,"Turntable Huts are located on the Baldhead Rd, approx. 60 minutes drive from Bairnsdale.",,"An old settlement built in 1949 for the Forests Commission of Victoria to house the crew engaged in constructing Engineers Road from Bruthen to Mount Baldhead. The huts present a good example of life in a timber workers camp during the post-war era. 
Th",BAIRNSDALE MAIN ST,Turntable Huts,WE,,Y,FULL CLOSURE,Closed due to fire activity in the area.,1/13/2020,6/26/2020,FIRE,Y,,2,,,,0,,,0,Y,old settlement site,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,4550,4551,,4/18/2020,-37.412585,147.628726,,,516366-20190502,POINT (147.628726 -37.41258499999998)
REC SITES,4/18/2020,10340,Dermody'S,-37.804679,146.917606,BASIC,,PARTIAL,From Maffra take the Maffra-Briagolong Road out of Maffra towards Boisdale. Continue through Boisdale towards Valencia Creek. Turn Left onto Luckman's Road (3km beyond Boisdale) and finally right into Warrigal - Tom's Road. Continue straight on Dermody R,,"Dermody's is an easily accessible campsite in the Avon-Mt Hedrick NFSR which is suitable for families. Nestled alongside the Avon River, the water is just a short walk from this camping area.",HEYFIELD,Dermody'S,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,The separated camping areas at this site provide room for multiple family camping groups. Please take your rubbish home so the site can be enjoyed by future visitors.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,,,,,1,,120833,120834,120835,4/18/2020,-37.804679,146.917606,,,1135204-20200110,POINT (146.917606 -37.80467899999996)
REC SITES,4/18/2020,8388,Ewarts Flat,-37.13815983,145.9783919,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 12Km an",,"Listen to the lapping sound of the water on the lake edge whilst kicking back and enjoying the beautiful sunset coming your way this afternoon. This area has a centre point for a number of recreational activities including: fishing, four-wheel driving, m",MANSFIELD,Ewarts Flat,WCP,oY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,A simple site close to the beginning of the Delatite Arm reserve. An expansive campground lays ahead of connecting to Ewarts Flat across the small creek. This site is good for large groups or several smaller groups.,2,Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",SMALL CARAVAN,3,,,0,,,0,,,0,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,1,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,121505,121506,121507,4/18/2020,-37.13815983,145.9783919,,,1135854-20190917,POINT (145.9783919160001 -37.138159831)
REC SITES,4/18/2020,8669,Kimbolton Picnic Area,-36.873129,144.493109,BASIC,,NONE,"The Kimbolton Picnic Area is located near Lake Eppalock, approximately 27 kms from Heathcote. Once in Heathcote head north west along the McIvor Highway towards Bendigo - at  Knowsley turn left onto Moorabee Road and then right onto the Knowsley-Eppalock",,"Walk around and enjoy nature or submerse yourself in history - this site has both! The flora diversity attracts a number of rare birds and other fauna. You may also find evidence of past gold mining activities scattered throughout the bush.
",BENDIGO CNR MIDLAND HWY & TAYLOR ST,Kimbolton Picnic Area,WI,U,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"A peaceful secluded campsite surrounded by beautiful box-ironbark forest. A natural setting with a forest dam, picnic tables, bbqs and a gravelled parking area. Kimbolton State Forest has large old trees which support numerous species such as Swift Parro",1,,,,0,,,0,,,0,,,0,Y,During the 1850's and 60s' gold rush fever hit the Kimbolton area.  Come try your luck fossicking or prospecting with a current Miner's Right.,3,,,0,,,0,,,0,Y,"The Kimbolton Forest provided early Victorian settlers with a rich supply of resources including timber products, gold, cropping and grazing opportunities. Go exploring in the forest to find evidence of these uses and discover the rich diversity of plant",2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,122303,122304,122305,4/18/2020,-36.873129,144.493109,,,1151911-20190308,POINT (144.493109 -36.87312899999995)
REC SITES,4/18/2020,9001,New Ada No2 Mill,-37.834627,145.840336,BASIC,,NONE,"The Ada No. 2 site can only be accessed via foot along the Walk into History. If commencing your journey from Starlings Gap, the Ada Tree or New Ada Mill, head south at the crossroads and walk for a further 200m. upon approaching the site you will cross",,"One of two key camp sites along the Walk into History. The Ada No. 2 Mill was destroyed in the 1939 bushfires, however the relics of structures and machinery around the campsite provide the visitor with a sense of a very different time. This site is one",POWELLTOWN,New Ada No2 Mill,WE,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,Situated deep in the forest at the historical Ada No. 2 Mill. This site provides basic camping facilities amongst mill remnants. Some platforms or tents exist as the site becomes damp in winter months. Please note that there are no toilet facilities at t,1,,,,0,,,0,Y,"The Ada No. 2 mill was the second mill operated by the Ada River Timber Company, whose main objective was to carry out logging operations in the eastern reaches of the Ada valley. Logs were transported to the Mill via the log tramways and an incline. In",2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,1,,,,122408,122409,122410,4/18/2020,-37.834627,145.840336,,,1093158-20190724,POINT (145.840336 -37.83462699999995)
REC SITES,4/18/2020,9963,Smiths Bridge,-37.297871,143.293057,BASIC,,PARTIAL,"From Beaufort, turn north towards Raglan on the Main Lead Road which turns into the Raglan-Elmhurst Road. After 20km, Smiths Bridge will be on your left.",,"One of the oldest of the picnic areas in Mt Cole State forest, this visitor site, set back from Raglan Elmhurst Road, is open and spacious, providing plenty of room for picnickers and campers to find their own space to relax. A great base from which to e",BEAUFORT,Smiths Bridge,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"This spacious site provides ample room for either individual or larger group camping. With its open areas and numerous shade trees, this site offers relaxing camping opportunities. Its good vehicle access into the site makes it perfect for vehicle based",1,Y,"With good road access to the site and into the site, the camping and picnic ground provides ample room to manoeuver small caravans and relax in pleasant surrounds.",SMALL CARAVAN,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Whilst quite open, the site retains numerous shade trees to give you the option of picnicking in sunlight or in shade. Easy access into the site allows you to park in close proximity to your preferred picnic spot.",2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,121352,121353,121354,4/18/2020,-37.297871,143.293057,,,1603317-20200402,POINT (143.2930570000001 -37.29787099999999)
